Tow,Date,Time,Month,Year,SamplingPeriod,Location,Habitat,Basin,Basin2,Latitude,Longitude,Preservative,Start Depth,End Depth,Average Depth,Tow Time,Fish Start,Fish End,Difference,Rotor Constant,Distance (m) (Difference x RC),Fish Diameter(m),Fish Dia Squared,pi,Fish Volume2,Water Temperature (oC),Temp Corrected,Source for Temp correction,EC,Salinity,EstSalinity,NTU,Secchi (cm),Warp Length (ft),Wire Angle (degrees),longfin_smelt,LFden,Pacific_herring,PHden,delta_smelt,American shad,arrow_goby,bay_pipefish,bigscale_logperch,bluegill,cheekspot_goby,Chinook_salmon,common_carp,fish_eggs,gobies,golden_shiner,inland_silverside,inland_silverside_eggs,jacksmelt,larval_postlarval_fish,longjaw_mudsucker,minnows_and_carps,No_eggs,no_fish,northern_anchovy,Pacific_staghorn_sculpin,prickly_sculpin,rainwater_killifish,Sample_Voided,shimofuri_goby,smelts,splittail,striped_bass,striped bass eggs,sunfishes,threadfin_shad,threespine_stickleback,tule_perch,wakasagi_smelt,white_croaker,yellowfin_goby,Mysid,Mysid Den,Comments,,,,,,,
175,4/19/2016,12:57:00 PM,4,2016,2,Brown Island,Tidal Marsh,SB,SB,38.04918,-121.83825,,10.5,11,10.75,10,702667,715284,12617,26873,339.06,0.75,0.5625,3.14,149.7148478,13.96,,,269,0.13,0.1,14.1,62,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,0,,0,0,46,0,0,0,0,0,38,0,90,,,,,,,,,,
122,3/9/2016,2:42:00 PM,3,2016,1,Brown,Shoal,SB,SB,38.103509,-122.01366,,6.1,6.3,6.2,10,51488,64116,12628,26873,339.35,0.75,0.5625,3.14,149.8453751,9.4,,,554,0.27,0.3,33.7,,,,12,80.08255172,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,,0,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
177,4/19/2016,1:54:00 PM,4,2016,2,Mallard Island,Shoal,SB,SB,38.041806,-121.86825,,7,5.1,6.05,10,730088,742744,12656,26873,340.11,0.75,0.5625,3.14,150.1776265,14.08,,,306,0.15,0.2,12.5,48,,,0,0,0,0,0,0,,,0,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,12,0,,0,,0,0,11,0,0,0,0,0,2,0,27,,,,,,,,,,
154,4/4/2016,2:14:00 PM,4,2016,2,Honker Bay,Shoal,SB,SB,38.07712,-121.94914,,5,7.6,6.3,10,435498,448168,12670,26873,340.48,0.75,0.5625,3.14,150.3437522,11.02,,,235,0.11,0.1,47.9,21,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,,0,,0,2,0,0,0,0,2,0,105,0,140,,,,,,,,,,
174,4/19/2016,12:35:00 PM,4,2016,2,Brown Island,Shoal,SB,SB,38.040783,-121.9335,,6.1,7.4,6.75,10,689937,702667,12730,26873,342.09,0.75,0.5625,3.14,151.0557194,13.57,,,259,0.12,0.1,17.4,57,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,,0,,0,0,243,0,0,1,0,0,6,0,264,,,,,,,,,,
203,5/16/2016,11:52:00 AM,5,2016,2,Grizzly Bay,Shoal,SB,SB,38.095622,-122.04382,,11.1,11.4,11.25,10,940980,953718,12738,26873,342.31,0.75,0.5625,3.14,151.1506484,13.57,,,11123,6.38,7.1,28,51,,,0,0,0,0,0,0,,,0,,,,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,41,0,0,1,0,0,0,0,412,,,,,,,,,,
4,1/17/2017,2:55:00 PM,1,2017,1,Petaluma River,Tidal Marsh,SBP,San Pablo Bay,38.155988,-122.554787,Formadahyde,19.9,7.6,13.8,10,961598,974337,12739,26873,342.34,0.75,0.5625,3.14,151.1625145,8.34,8.34,Regression,2770,1.43,1.6,120.9,5,na,na,0,0,1,6.615396703,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,2,0,,0,0,0,0,,0,,0,,0,0,17,1,66.15396703,,,,,,,,
,3/29/2017,1:30:00 PM,3,2017,1,Pile,Shoal,South Bay,South Bay,37.476008,-122.09127,,8.5,8.3,8.4,10,764469,777243,12774,26873,343.28,0.75,0.5625,3.14,151.5778287,16,,,23626,14.35,15.81676363,66.42,16,,,0,0,31,,0,0,49,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,110,0,7,0,,0,0,0,0,0,0,0,0,0,0,0,33,,,,,,,,,,
146,4/4/2016,10:35:00 AM,4,2016,2,Benicia Flats,Shoal,WSB,SB,38.02523,-122.14377,,4.4,5.4,4.9,10,334543,347352,12809,26873,344.22,0.75,0.5625,3.14,151.993143,10.89,,,3060,1.6,1.8,128.2,19,,,0,0,0,0,0,0,,,0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,3,0,0,0,0,0,21,12,37,,,,,,,,,,
168,4/18/2016,1:21:00 PM,4,2016,2,ROE Island,Shoal ,SB,SB,38.106518,-122.01409,,4.1,6.5,5.3,10,617549,630377,12828,26873,344.73,0.75,0.5625,3.14,152.2185993,13.05,,,6163,3.38,3.7,66.1,30,,,0,0,0,0,0,0,,,0,,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,4,0,0,0,0,0,2,5,16,,,,,,,,,,
16,1/15/2016,12:51:00 PM,1,2016,1,Petaluma,Shoal,SBP,San Pablo Bay,38.227712,-122.61241,,7.9,8,7.95,10,522923,535784,12861,26873,345.61,0.75,0.5625,3.14,152.6101813,6.66,,,2599,1.35,1.5,,,,,0,0,55,738.3113901,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,
166,4/18/2016,12:29:00 PM,4,2016,2,Grizzly Bay,Shoal,SB,SB,38.116043,-122.06279,,7.1,7.2,7.15,10,591205,604090,12885,26873,346.26,0.75,0.5625,3.14,152.8949682,15.06,,,2096,1.05,1.2,30.7,35,,,1,6.540437609,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,,0,0,18,0,0,0,1,0,2,0,24,,,,,,,,,,
139,3/7/2017,9:28:00 AM,3,2017,1,Roe Island shoal,Shoal,SB,SB,38.06738,-122.00683,Formadahyde,6.7,7.4,7.1,10,720328,733224,12896,26873,346.55,0.75,0.5625,3.14,153.0254955,11.21,11.21,Regression,168,,0.1,33.5,37,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,16,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
87,2/22/2017,8:50:00 AM,2,2017,1,Pt. Edith point,Channel Bottom,SB,SB,38.05186,-122.070603,Formadahyde,29,32.8,30.9,10,942781,955730,12949,26873,347.98,0.75,0.5625,3.14,153.6543999,11.9,11.9,SLS 504,175,0.08,0.1,41.1,19,70,20,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,6,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
141,4/1/2016,10:42:00 AM,4,2016,2,Mallard,Tidal Marsh,SB,SB,38.051453,-121.86059,,3.4,4.8,4.1,10,269693,282670,12977,26873,348.73,0.75,0.5625,3.14,153.9866513,10.03,,,850,0.42,0.5,16.9,52,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,,0,0,0,0,0,0,0,0,4,0,6,,,,,,,,,,
60,2/9/2016,1:27:00 PM,2,2016,1,Petaluma No name,Tidal Marsh,SBP,San Pablo Bay,38.137238,-122.546,,6.4,6.9,6.65,10,115908,128886,12978,26873,348.76,0.75,0.5625,3.14,153.9985174,7.65,,,22410,13.46,15.1,,,,,0,0,4632,61618.68105,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,216,,,,,,,,,,,
136,4/1/2016,8:17:00 AM,4,2016,2,Kimball,Tidal Marsh,SB,SB,,,,6.2,7.36,6.78,10,213257,226245,12988,26873,349.03,0.75,0.5625,3.14,154.1171786,9.71,,,212,0.1,0.1,17.6,53,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,0,,0,0,0,0,0,0,1,0,9,0,17,,,,,,,,,,
149,4/4/2016,11:50:00 AM,4,2016,2,Grizzly Bay,Shoal,SB,SB,38.114893,-122.00607,,7.4,7.3,7.35,10,371821,384821,13000,26873,349.35,0.75,0.5625,3.14,154.2595721,10.87,,,1081,0.55,0.6,74.7,24,,,3,19.44773967,1,13.28031159,1,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,33,0,,0,,0,3,0,0,0,0,3,0,16,1,63,,,,,,,,,,
165,3/10/2017,11:47:00 AM,3,2017,1,Channel,Channel Bottom,SBP,San Pablo Bay,38.019818,-122.383643,Formadahyde,42.4,51.1,46.8,10,835284,848298,13014,26873,349.73,0.75,0.5625,3.14,154.4256978,12.25,12.25,Regression,33070,,23.2,30.5,45,67,26,0,0,32,207.2193971,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,7,0,2,0,,0,0,0,0,,0,,0,,0,0,245,0,0,avg depth 42ft,,,,,,,
94,2/22/2017,12:50:00 PM,2,2017,1,Mouthball fleet,Channel Bottom,SB,SB,38.086933,-122.074058,Formadahyde,35.2,35.2,35.2,10,29129,42183,13054,26873,350.80,0.75,0.5625,3.14,154.9003426,11.3,11.3,SLS 418,,0.08,,50,25,70,25,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,2,0,,0,0,0,0,,0,,0,,0,0,0,0,0,"YSI broken, no water quality data; 8lb weight and 1 messenger. Added 6lb weight ",,,,,,,
145,4/4/2016,9:56:00 AM,4,2016,2,Benicia Flats,Shoal,WSB,SB,,,,4.4,4.7,4.55,10,321480,334542,13062,26873,351.02,0.75,0.5625,3.14,154.9952716,10.68,,,10841,6.18,6.9,17.6,44,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,
150,4/4/2016,12:19:00 PM,4,2016,2,Ryer,Tidal Marsh,SB,SB,38.115262,-121.99147,,3.2,3.3,3.25,10,384821,397885,13064,26873,351.07,0.75,0.5625,3.14,155.0190038,11.35,,,2079,1.07,1.2,57.8,24,,,2,12.901644,1,13.21525189,1,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,,0,,0,0,0,0,0,0,0,0,40,4,64,,,,,,,,,,
120,3/9/2016,1:29:00 PM,3,2016,1,Stake Point,Tidal Marsh,SB,SB,38.03954,-121.946345,,3.8,5.5,4.65,10,24413,37483,13070,26873,351.23,0.75,0.5625,3.14,155.0902005,9.7,,,854,0.42,0.5,29.4,,,,3,19.34358193,1,13.20918521,1,0,,,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,,0,,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,
155,4/4/2016,3:16:00 PM,4,2016,2,Chipps,Tidal Marsh,SB,SB,38.071879,-121.91551,,3.3,4.4,3.85,10,456965,470035,13070,26873,351.23,0.75,0.5625,3.14,155.0902005,12.28,,,,2,0.2,55.8,24,,,0,0,0,0,3,0,,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,105,0,,0,,0,7,0,0,1,0,1,0,7,0,125,,,,,,,,,,
61,2/9/2016,2:07:00 PM,2,2016,1,San Antonio,Tidal Marsh,SBP,San Pablo Bay,38.158123,-122.55372,,11.1,10.3,10.7,10,128886,141986,13100,26873,352.04,0.75,0.5625,3.14,155.4461842,7.42,8,*,22330,13.37,15.1,,,*,*,0,0,18656,245866.2145,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,512,,,,,,,,,,,
81,2/14/2017,12:26:00 PM,2,2017,1,SanPablo OW,Channel Bottom,SBP,San Pablo Bay,38.036945,-122.37459,Formadahyde,32.5,36,34.3,10,860416,873544,13128,26873,352.79,0.75,0.5625,3.14,155.7784356,10.75,10.75,Regression,475,0.35,0.3,142.3,18,70,24,0,0,51,327.3880611,0,,0,,0,0,0,0,0,,0,0,0,,0,2,0,,,0,0,0,3,0,,0,0,0,0,,0,,0,,0,0,14,88,5649.048898,"mud in net, had to redo tow; tags will say wrong time, should be 12:26; zoop net",,,,,,,
98,2/24/2016,2:31:00 PM,2,2016,1,South Hampton,Shoal,WSB,SB,38.064792,-122.18995,,4.2,4.6,4.4,10,701036,714189,13153,26873,353.46,0.75,0.5625,3.14,156.0750886,10.06,,,13286,7.67,8.6,17.7,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
169,4/18/2016,1:52:00 PM,4,2016,2,Honker Bay,Shoal,SB,SB,38.08755,-122.02629,,6.7,6.1,6.4,10,630377,643542,13165,26873,353.78,0.75,0.5625,3.14,156.217482,14.46,,,476,0.23,0.3,25.5,43,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,,0,0,12,0,0,0,0,0,2,0,16,,,,,,,,,,
164,4/18/2016,11:42:00 AM,4,2016,2,Suisur Slough,Shoal,SB,SB,38.046083,-122.09095,,5.5,5.5,5.5,10,578030,591205,13175,26873,354.05,0.75,0.5625,3.14,156.3361432,13.99,,,1840,0.94,1,168.5,14,,,0,0,2,26.20782553,0,0,,,0,,,,0,0,18,0,0,0,0,0,0,0,0,0,0,20,0,,0,,0,0,106,0,0,0,2,0,6,0,154,,,,,,,,,,
165,4/18/2016,12:07:00 PM,4,2016,2,Grizzly Bay,Shoal,SB,SB,38.037792,-122.08808,,7.3,7.3,7.3,10,578030,591205,13175,26873,354.05,0.75,0.5625,3.14,156.3361432,14.64,,,1880,0.95,1.1,52.2,26,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,0,,0,0,21,0,0,3,0,0,2,0,32,,,,,,,,,,
67,2/10/2017,11:25:00 AM,2,2017,1,SanPablo OW,Channel Bottom,SBP,San Pablo Bay,38.103608,-122.467728,Formadahyde,21.6,19.8,20.7,10,640196,653380,13184,26873,354.29,0.75,0.5625,3.14,156.4429383,10.75,10.75,Regression,6314,3.42,3.8,76.6,21,na,10,48,306.8211356,2807,17942.64433,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,28,0,,0,0,0,0,,0,,0,,0,0,148,10,639.2106994,"re-do deep channel tow, this one is too shallow",,,,,,,
171,4/19/2016,11:07:00 AM,4,2016,2,McAvoy,Shoal,SB,SB,38.048174,-121.966108,,3.6,6.3,4.95,10,655745,668931,13186,26873,354.35,0.75,0.5625,3.14,156.4666706,13.79,,,450,0.21,0.2,18,41,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,,0,,0,0,29,0,1,2,0,0,13,0,86,,,,,,,,,,
162,4/18/2016,10:42:00 AM,4,2016,2,Point Edith,Shoal,SB,SB,,,,2.5,3,2.75,10,535365,548552,13187,26873,354.37,0.75,0.5625,3.14,156.4785367,13.39,,,8551,4.8,5.3,22.4,45,,,0,0,1,13.09198837,0,0,,,0,,,,0,0,4,0,1,0,0,0,2,0,0,0,0,4,0,,0,,0,0,0,0,0,0,0,0,4,0,16,,,,,,,,,,
156,4/5/2016,10:02:00 AM,4,2016,2,Mallard,Shoal,SB,SB,,,,4,4.3,4.15,10,470035,483261,13226,26873,355.42,0.75,0.5625,3.14,156.9413154,11.62,,,258,0.12,0.1,14.6,48,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,0,,0,1,0,0,0,0,0,0,6,0,14,,,,,,,,,,
93,2/22/2017,12:30:00 PM,2,2017,1,Mouthball fleet,Channel Surface,SB,SB,38.087063,-122.073833,Formadahyde,35.7,35.3,35.5,10,15886,29129,13243,26873,355.88,0.75,0.5625,3.14,157.1430395,11.3,11.3,SLS 418,,0.08,,50,25,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,32,0,,0,0,1,0,,0,,0,,0,0,0,1,63.63628979,"YSI broken, no water quality data",,,,,,,
185,3/22/2017,11:30:00 AM,3,2017,1,Channel,Channel Bottom,SB,SB,38.054162,-122.106703,Formadahyde,40.1,39.5,39.8,10,317382,330645,13263,26873,356.42,0.75,0.5625,3.14,157.3803619,14.46,14.46,Regression,10189,,6.4,10.7,39,70,24,37,235.099218,6,38.1241975,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,19,0,,0,0,0,0,,0,,0,,0,0,3,38656,2456214.964,16 pound weight,,,,,,,
138,4/1/2016,9:17:00 AM,4,2016,2,Shennon,Shoal,SB,SB,38.024903,-121.80717,,6.2,7.1,6.65,10,238339,251616,13277,26873,356.79,0.75,0.5625,3.14,157.5464876,9.54,,,207,0.1,0.1,16.3,52,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,,0,,0,26,0,0,0,0,3,0,6,0,46,,,,,,,,,,
70,2/10/2017,12:28:00 PM,2,2017,1,Novato Creek,Tidal Marsh,SBP,San Pablo Bay,38.087315,-122.500668,Formadahyde,10,9.4,9.7,10,682486,695766,13280,26873,356.87,0.75,0.5625,3.14,157.5820859,10.75,10.75,Regression,309,0.16,0.2,90,26,na,na,0,0,48,304.6031516,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,23,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
,3/29/2017,1:47:00 PM,3,2017,1,Hook's Point,Shoal,South Bay,South Bay,37.476008,-122.09127,,10.4,5.3,7.85,10,777243,790550,13307,26873,357.60,0.75,0.5625,3.14,157.9024712,15.6,,,24250,14.78,16.2807875,44.44,18,,,0,0,47,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,26,,,,,,,,,,
,3/29/2017,10:15:00 AM,3,2017,1,Redwook Creek,Shoal,South Bay,South Bay,37.541663,-122.1584,,7.5,8.2,7.85,10,666925,680244,13319,26873,357.92,0.75,0.5625,3.14,158.0448646,15.2,,,24006,14.61,16.09906411,51.41,27,,,0,0,11,,0,0,7,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,25,1,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
12,1/24/2017,1:32:00 PM,1,2017,1,Grizzly Bay,Shoal,SB,SB,38.103968,-121.9909,Formadahyde,7.7,7.1,7.4,10,3064,16384,13320,26873,357.95,0.75,0.5625,3.14,158.0567308,8.8,8.8,SLS 602,207,0.1,0.1,56.7,23,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,34,0,,0,0,0,0,,0,,0,,0,0,0,0,0,Tags should say Grizzly Bay not Honker Bay,,,,,,,
151,4/4/2016,12:52:00 PM,4,2016,2,McAvoy,Shoal ,SB,SB,38.104389,-122.0009,,4.6,4.8,4.7,10,397885,411251,13366,26873,359.18,0.75,0.5625,3.14,158.6025723,11.36,,,432,0.21,0.2,29.3,33,,,1,6.305067978,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,,0,,0,1,0,0,0,0,0,0,28,3,73,,,,,,,,,,
59,2/9/2016,12:28:00 PM,2,2016,1,Hamilton,Shoal,SBP,San Pablo Bay,38.056539,-122.49878,,6.2,5.2,5.7,10,102532,115908,13376,26873,359.45,0.75,0.5625,3.14,158.7212335,8.17,,,25448,15.46,17.4,41.9,,,,0,0,23200,299442.4324,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
56,2/9/2016,10:15:00 AM,2,2016,1,San Pablo,Shoal,SBP,San Pablo Bay,38.070828,-122.33462,,9.9,9.6,9.75,10,62944,76362,13418,26873,360.58,0.75,0.5625,3.14,159.2196106,7.81,,,27190,,18.7,17.5,,,,0,0,200,2573.320177,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,
90,2/22/2017,11:12:00 AM,2,2017,1,Ryer Island shoal ,Shoal,SB,SB,38.083497,-122.021572,Formadahyde,8,9.5,8.8,10,977795,991241,13446,26873,361.33,0.75,0.5625,3.14,159.551862,11.8,11.8,SLS 501,,0.08,,70.2,21,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,48,0,,0,0,0,0,,0,,0,,0,0,0,1,62.67554559,"YSI broken, no water quality data",,,,,,,
,3/29/2017,11:09:00 AM,3,2017,1,Ravenswood point,Shoal,South Bay,South Bay,37.519042,-122.124847,,6.2,5.5,5.85,10,695257,708713,13456,26873,361.60,0.75,0.5625,3.14,159.6705232,15.9,,,22413,13.56,14.92142771,29.74,36,,,0,0,2,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,
167,4/18/2016,12:54:00 PM,4,2016,2,Ryer,Tidal Marsh,SB,SB,38.122401,-122.01939,,7.7,4.4,6.05,10,604090,617549,13459,26873,361.68,0.75,0.5625,3.14,159.7061216,14.38,,,2573,1.34,1.5,38.4,31,,,0,0,0,0,0,0,,,0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,,0,,0,0,3,0,0,0,2,0,0,0,8,,,,,,,,,,
74,2/10/2017,2:40:00 PM,2,2017,1,Petaluma River,Channel Bottom,SBP,San Pablo Bay,38.167598,-122.525965,Formadahyde,22,21.6,21.8,10,742300,755768,13468,26873,361.93,0.75,0.5625,3.14,159.8129167,10.75,10.75,Regression,1097,0.55,0.6,223.7,17,50,20,0,0,8,50.05853197,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,7,0,,0,0,0,1,,0,,0,,0,0,51,7,438.0121547,fishing at 17ft,,,,,,,
69,2/10/2017,12:05:00 PM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.101745,-122.476462,Formadahyde,7.3,6.5,6.9,10,669013,682486,13473,26873,362.06,0.75,0.5625,3.14,159.8722473,10.75,10.75,Regression,6468,3.53,3.9,50.1,21,na,na,13,81.31492627,3896,24369.4579,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,7,0,,0,0,0,0,,0,,0,,0,0,77,5,312.7497164,,,,,,,,
158,3/9/2017,2:00:00 PM,3,2017,1,Petaluma River,Channel Bottom,SBP,San Pablo Bay,38.155075,-122.539857,Formadahyde,38,30.8,34.4,10,711160,724664,13504,26873,362.89,0.75,0.5625,3.14,160.240097,12.98,12.98,Regression,2073,,1.2,113.7,,50,24,0,0,1,6.240635264,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,6,0,,0,0,0,0,,0,,0,,0,0,38,26,1622.565169,,,,,,,,
,3/29/2017,12:38:00 PM,3,2017,1,Long Point,Shoal,South Bay,South Bay,37.451788,-122.05009,,3.7,4.1,3.9,10,738506,752014,13508,26873,363.00,0.75,0.5625,3.14,160.2875615,16.8,,,15104,8.83,9.713392448,48.16,18,,,4,24.95514912,125,,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,12,0,56,0,,0,0,0,0,0,0,0,0,0,0,0,320,,,,,,,,,,
213,4/3/2017,1:45:00 PM,4,2017,2,Channel,Channel Bottom,SB,SB,38.055555,-121.972453,Formadahyde,41.5,36.2,38.9,10,981317,994848,13531,26873,363.62,0.75,0.5625,3.14,160.5604823,14.53,14.53,Regression,141.6,0.07,0.1,19,43,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,7,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
113,3/8/2016,2:13:00 PM,3,2016,1,Ryer,Tidal Marsh,SB,SB,38.085337,-122.016227,,7.6,4.2,5.9,10,930600,944168,13568,26873,364.61,0.75,0.5625,3.14,160.9995288,9.83,,,6978,3.84,4.3,22.5,,,,0,0,33,419.90372,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,
30,1/26/2017,12:54:00 PM,1,2017,1,Petaluma River,Channel Bottom,SBP,San Pablo Bay,38.122685,-122.507105,Formadahyde,19.6,20.6,20.1,10,235408,249074,13666,26873,367.25,0.75,0.5625,3.14,162.1624086,8.35,8.35,Regression,1537,0.77,0.9,204.5,11,63,na,0,0,174,1072.998369,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,4,0,,0,0,0,0,,0,,0,,0,0,62,34,2096.66348,zoop net crooked; NTU does not seem right,,,,,,,
86,2/22/2017,8:29:00 AM,2,2017,1,Pt. Edith point,Channel Surface,SB,SB,38.052342,-122.069597,Formadahyde,35.6,31.2,33.4,10,929101,942781,13680,26873,367.62,0.75,0.5625,3.14,162.3285343,11.9,11.9,SLS 504,240,0.11,0.1,42,19,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,175,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
192,5/5/2016,11:35:00 AM,5,2016,2,Grizzly Bay,Shoal,SB,SB,38.110017,-122.03604,,7.9,7.4,7.65,10,840103,853794,13691,26873,367.92,0.75,0.5625,3.14,162.4590616,12.56,,,11728,6.73,7.5,91.8,22,,,0,0,0,0,0,0,,,0,,,,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,,0,,0,0,4,0,0,0,0,0,1,1,11,,,,,,,,,,
208,4/3/2017,11:49:00 AM,4,2017,2,Channel,Channel Bottom,SB,SB,38.042705,-121.921252,Formadahyde,39.6,39.5,39.6,10,906982,920675,13693,26873,367.97,0.75,0.5625,3.14,162.4827939,14.4,14.4,Regression,143.8,0.07,0.1,16.5,39,,,1,6.154497816,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,2,0,,0,0,3,0,,0,,0,,0,0,0,2,123.0899563,pressure: 762.1 mmHg,,,,,,,
204,5/16/2016,12:12:00 PM,5,2016,2,Grizzly Bay,Shoal,SB,SB,38.10446,-122.02041,,7.1,6.7,6.9,10,953718,967415,13697,26873,368.08,0.75,0.5625,3.14,162.5302584,14.07,,,77696,,,36.7,38,,,0,0,0,0,0,0,,,0,,,,0,0,142,0,3,0,1,0,0,0,0,0,0,0,0,,0,,0,0,16,0,0,0,0,0,0,0,162,,,,,,,,,,
206,4/3/2017,10:45:00 AM,4,2017,2,Sherman Island,Tidal Marsh,SB,SB,38.039737,-121.822938,Formadahyde,8.1,6.9,7.5,10,875525,889237,13712,26873,368.48,0.75,0.5625,3.14,162.7082502,15.02,15.02,Regression,183.3,0.09,0.1,10.3,64,,,0,0,0,0,0,,0,,1,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,58,0,,0,0,1,0,,0,,0,,0,0,0,4,245.838794,,,,,,,,
